CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,POP2010,Rural,UATYP10
49049001503,Utah,Utah,1,,1166,0,0.0,0.0,0,0,0,0,0,0,7.3,79276.0,0,1,0,1,0,0,0,0,22.801054,985.600798,22.801054,3.85778904,168.1849166,3.85778904,985.600798,0.269289836,168.1849166,0.045952163,287.8245775,0.078640595,207.8827719,0.056798572,911.0346491,0.248916571,1.513290934,0.000413467,20.56195894,0.005618022,10.31911182,0.002819429,1.249316749,0.000341343,40.92246608,0.011181002,34.07543449,0.009310228,3.683680832,0.003159246,10.57540068,0.009069812,22.801054,0.006229796,3.85778904,0.001054041,7.173858881,0.001960071,2.307473004,0.000630457,21.5881567,0.005898403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212897539,0.000331393,2.44059068,0.000666828,0.0,0.0,0.188200057,0.000161407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,1043.0,807.0,3372.0,23.0,76.0,27.0,29.0,133.0,133.0,202.0,44.0,3660.0,,
49049001504,Utah,Utah,1,,1363,0,0.0,0.0,0,0,0,0,0,0,16.6,87683.0,0,1,0,1,0,0,0,0,109.4936224,3704.773173,109.4936224,28.05025071,1336.738215,28.05025071,3704.773173,0.811204986,1336.738215,0.292695033,982.0275825,0.215026841,663.6621156,0.145316864,3228.041432,0.706818794,10.99999999,0.002408583,166.2627012,0.036405233,51.24399909,0.011220495,27.45737303,0.006012125,220.7676907,0.048339761,262.2886832,0.057431286,38.23465675,0.028051839,29.98903456,0.022002226,109.4936224,0.023974956,28.05025071,0.006141942,26.92063382,0.005894599,28.84667903,0.00631633,106.1651341,0.023246143,0.0,0.0,1.815522224,0.000397531,0.282435,6.18426e-05,0.0,0.0,1.230530888,0.00026944,3.984803345,0.000872521,0.244385377,0.0001793,0.860209187,0.000631115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.0,1064.0,699.0,3996.0,12.0,197.0,54.0,30.0,278.0,330.0,47.0,36.0,4567.0,,
49049001601,Utah,Utah,1,,1024,0,2933.0,0.4790918,0,1,0,0,0,1,79.4,16625.0,0,1,0,1,0,0,0,0,0.0,1317.779704,0.0,0.0,1222.304503,0.0,1317.779704,0.215253137,1222.304503,0.19965771,12.0285906,0.001964814,2.209219471,0.000360866,1180.216903,0.192782898,11.10557455,0.001814044,61.92412871,0.010115016,3.438685276,0.000561693,5.702745512,0.000931517,55.39163399,0.009047964,83.54112256,0.013646051,18.86666425,0.018424477,5.825262889,0.005688733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081.0,79.0,10.0,5472.0,41.0,280.0,22.0,31.0,276.0,416.0,53.0,13.0,6122.0,,
49049001602,Utah,Utah,1,,99,1,3259.0,0.8739609,1,1,1,0,0,1,85.5,14583.0,1,1,1,1,1,0,0,0,1343.719412,3728.999998,1343.719412,1343.719412,1984.999995,1343.719412,3728.999998,0.999999999,1984.999995,0.532314292,40.00000016,0.010726736,0.999999948,0.000268168,3465.000013,0.929203543,4.999999992,0.001340842,84.00000129,0.022526147,25.00000006,0.00670421,11.0,0.002949853,139.0000003,0.037275409,233.0000017,0.06248324,0.0,0.0,0.0,0.0,1343.719412,0.360343098,1343.719412,0.360343098,14.93907273,0.004006187,0.030334063,8.13464e-06,1266.282927,0.339577079,1.659896985,0.000445132,20.93907273,0.005615198,9.319793969,0.002499274,3.299484909,0.000884818,42.21824884,0.011321601,103.7560331,0.02782409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,40.0,1.0,3465.0,5.0,84.0,25.0,11.0,139.0,233.0,0.0,0.0,3729.0,,
49049001603,Utah,Utah,1,,887,0,1909.0,0.4410813,1,1,1,0,0,1,55.8,22946.0,1,1,1,1,1,0,0,0,2686.802261,4327.999927,2686.802261,2172.576927,3713.676769,2172.576927,4327.999927,0.999999983,3713.676769,0.858058403,620.0000052,0.143253236,26.99999955,0.006238447,3715.999982,0.85859519,25.00000024,0.00577634,262.0000005,0.060536044,74.99999914,0.01732902,12.99999997,0.003003697,236.9999951,0.054759703,313.0000003,0.072319778,29.28773605,0.033018868,119.9402549,0.13522013,2686.802261,0.620795347,2172.576927,0.50198173,592.3511729,0.136864874,4.996414719,0.00115444,2279.747694,0.526743922,12.87097958,0.002973886,224.7286557,0.051924366,27.47225615,0.006347564,4.198565839,0.000970094,137.7841064,0.031835514,204.7209153,0.047301505,28.45316759,0.032077979,116.5224984,0.131366966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248.0,620.0,27.0,3716.0,25.0,262.0,75.0,13.0,237.0,313.0,21.0,86.0,4328.0,,
49049001701,Utah,Utah,1,,1131,0,0.0,0.0,1,1,1,0,0,1,21.9,88098.0,1,1,1,1,1,0,0,0,3392.366188,3625.000028,3392.366188,1218.773462,1328.192264,1218.773462,3625.000028,1.000000008,1328.192264,0.366397866,923.0000091,0.254620692,519.0000012,0.143172414,3324.000022,0.916965523,19.00000032,0.005241379,80.00000069,0.022068966,5.000000093,0.00137931,8.000000093,0.002206897,189.000001,0.052137931,166.0000005,0.045793104,69.29548523,0.061269218,110.1282858,0.09737249,3392.366188,0.935825155,1218.773462,0.336213369,900.8295834,0.248504713,513.621159,0.141688596,3108.17699,0.857428135,18.71872335,0.005163786,74.02479747,0.020420634,4.472799037,0.001233876,6.94559798,0.001916027,180.0272855,0.049662699,150.3713702,0.041481757,64.42832252,0.056965802,103.4287576,0.091448946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,923.0,519.0,3324.0,19.0,80.0,5.0,8.0,189.0,166.0,78.0,126.0,3625.0,,
49049001702,Utah,Utah,1,,1242,0,0.0,0.0,1,1,1,0,0,1,40.4,38750.0,1,1,1,1,1,0,0,0,1249.893141,4530.217247,1249.893141,761.5301063,3007.743373,761.5301063,4530.217247,0.987836295,3007.743373,0.65585333,606.8035539,0.132316519,96.82441724,0.021113043,4002.290603,0.872719277,33.99999942,0.007413868,97.69293084,0.021302427,39.32166553,0.008574284,23.82155157,0.005194407,333.0905264,0.072632038,388.2859396,0.084667671,41.73509987,0.03360314,102.8385116,0.082800734,1249.893141,0.272545386,761.5301063,0.166055409,191.8097041,0.041825055,28.58392288,0.006232866,1121.056595,0.24445194,12.79496218,0.002790005,21.71993767,0.00473614,4.255145317,0.000927855,7.917139353,0.001726371,82.14938358,0.01791308,102.3294183,0.022313436,9.009892877,0.007254342,30.14771897,0.024273526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941.0,621.0,101.0,4050.0,34.0,99.0,40.0,26.0,337.0,405.0,40.0,98.0,4586.0,,
49049001801,Utah,Utah,1,,1682,0,0.0,0.0,0,1,0,0,0,1,68.1,16464.0,0,1,0,1,0,0,0,0,0.0,3093.273311,0.0,0.0,2756.505985,0.0,3093.273311,0.514859073,2756.505985,0.458805923,104.7014495,0.017427006,5.386299938,0.000896521,2778.866651,0.462527738,16.50093907,0.002746495,117.3314137,0.019529197,19.1850187,0.003193245,10.18501858,0.001695243,151.2042684,0.025167155,215.5897975,0.035883788,26.76887221,0.015914906,9.537119393,0.005670107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5682.0,170.0,12.0,5481.0,31.0,183.0,27.0,24.0,262.0,360.0,98.0,20.0,6008.0,,
49049001802,Utah,Utah,1,,1819,0,0.0,0.0,0,1,0,0,0,1,56.8,20728.0,0,1,0,1,0,0,0,0,0.0,2407.135012,0.0,0.0,1925.24339,0.0,2407.135012,0.400654962,1925.24339,0.320446636,162.268301,0.027008705,23.00000009,0.003828229,2147.624081,0.357460733,5.801830355,0.000965684,58.99112868,0.009818763,21.35576808,0.003554555,14.15078986,0.002355325,159.2114281,0.026499905,202.6159359,0.033724357,39.17165904,0.021534722,25.15886297,0.013831151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.0,343.0,37.0,5385.0,23.0,192.0,30.0,34.0,344.0,452.0,119.0,65.0,6008.0,,
49049001803,Utah,Utah,1,,776,0,0.0,0.0,0,1,0,0,0,1,50.3,21250.0,0,1,0,1,0,0,0,0,0.0,647.4099326,0.0,0.0,371.4647105,0.0,647.4099326,0.29738628,371.4647105,0.17063147,146.5922691,0.067336825,31.12247914,0.01429604,546.9444127,0.251237672,11.71059236,0.005379234,8.063841328,0.003704107,15.13406846,0.0069518,1.993614435,0.000915762,63.56340241,0.029197704,99.48563077,0.045698498,17.41556431,0.022442738,34.64914304,0.044650958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.0,466.0,67.0,1827.0,22.0,52.0,32.0,36.0,208.0,350.0,34.0,139.0,2177.0,,
49049001900,Utah,Utah,1,,1419,0,657.0,0.1569517,0,0,0,0,0,1,40.0,23962.0,0,0,0,0,0,0,0,0,0.0,1.507196546,0.0,0.0,1.226513624,0.0,1.507196546,0.000360057,1.226513624,0.000293004,0.02843767,6.79352e-06,0.0,0.0,1.222819805,0.000292121,0.085313007,2.03806e-05,0.113750681,2.71741e-05,0.0,0.0,0.0,0.0,0.085313007,2.03806e-05,0.142188355,3.39676e-05,0.017856212,1.25837e-05,0.062551849,4.40816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2951.0,469.0,110.0,3569.0,29.0,148.0,31.0,19.0,390.0,585.0,117.0,227.0,4186.0,,
49049002000,Utah,Utah,1,,2010,0,82.0,0.0133812,0,1,0,0,0,1,17.5,44583.0,0,1,0,1,0,0,0,0,0.221302986,2976.166989,0.221302986,0.130684242,1540.430843,0.130684242,2976.166989,0.485666937,1540.430843,0.25137579,952.4250407,0.155421841,177.4431854,0.028956133,2113.997266,0.344973444,20.20060874,0.003296444,26.09277286,0.004257959,62.89695402,0.010263863,49.84222666,0.008133523,703.1371691,0.114741705,981.3839535,0.160147512,15.51989967,0.007721343,116.8215911,0.058120195,0.221302986,3.61134e-05,0.130684242,2.13258e-05,0.0,0.0,0.221302986,3.61134e-05,0.110651493,1.80567e-05,0.0,0.0,0.110651493,1.80567e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005716313,2.84394e-06,0.013733895,6.83278e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3322.0,1812.0,437.0,4591.0,51.0,82.0,110.0,88.0,1206.0,1712.0,49.0,264.0,6128.0,,
49049002101,Utah,Utah,1,,1130,0,0.0,0.0,0,0,0,0,0,0,19.1,63676.0,0,1,0,1,0,0,0,0,275.3180515,2768.473687,275.3180515,125.8922148,1097.27939,125.8922148,2768.473687,0.719084075,1097.27939,0.285007634,862.9391231,0.224140032,368.2892451,0.095659544,2568.961094,0.667262622,9.999999986,0.002597403,32.90405805,0.008546509,31.9020921,0.008286258,9.83515651,0.002554586,114.8712986,0.029836701,170.3896714,0.044257058,8.072635105,0.007143925,70.47253459,0.062365075,275.3180515,0.071511182,125.8922148,0.032699277,85.42981445,0.022189562,16.52959404,0.004293401,248.4042668,0.064520589,1.551241726,0.00040292,5.219562344,0.00135573,0.804937821,0.000209075,1.620931506,0.000421021,17.71710337,0.004601845,29.62589468,0.007695038,1.420766895,0.001257316,8.119974131,0.007185818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0,1203.0,558.0,3519.0,14.0,53.0,61.0,16.0,187.0,223.0,9.0,108.0,3850.0,,
49049002102,Utah,Utah,1,,923,0,12.0,0.0040336,0,0,0,0,0,0,15.6,55714.0,0,1,0,1,0,0,0,0,20.0308609,1243.81132,20.0308609,9.834923029,420.4961862,9.834923029,1243.81132,0.418087839,420.4961862,0.141343256,392.0064692,0.13176688,133.8219019,0.044982152,1072.603699,0.360539059,4.876110882,0.001639029,19.42888936,0.006530719,1.898966397,0.000638308,19.87484728,0.006680621,125.1288119,0.042060105,184.1288404,0.061892047,9.912987989,0.010739965,55.71182631,0.060359508,20.0308609,0.006733062,9.834923029,0.003305856,8.395693541,0.002822082,2.183971167,0.000734108,17.36076498,0.005835551,1.0,0.000336134,0.0,0.0,0.0,0.0,0.0,0.0,1.670095623,0.000561377,2.183971167,0.000734108,0.231941864,0.000251291,0.772004008,0.000836407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,859.0,297.0,2529.0,37.0,42.0,24.0,35.0,308.0,435.0,28.0,137.0,2975.0,,
49049002201,Utah,Utah,1,,1222,0,1266.0,0.2546259,1,1,1,0,0,1,22.3,65147.0,1,1,1,1,1,0,0,0,2676.282906,4880.998184,2676.282906,1102.741323,2128.180083,1102.741323,4880.998184,0.981697141,2128.180083,0.428033001,1067.696115,0.214741777,133.017469,0.026753312,4099.80915,0.824579475,77.84864652,0.015657411,120.0283084,0.02414085,60.49625811,0.012167389,31.89909759,0.006415748,490.916726,0.098736268,685.0128466,0.137774104,0.0,0.0,21.36272418,0.017481771,2676.282906,0.538270898,1102.741323,0.22179029,860.9265849,0.173154985,104.7198354,0.021061914,2201.577204,0.442795093,33.23517082,0.006684467,58.29555578,0.01172477,40.26574909,0.008098501,10.32388913,0.002076406,332.5853541,0.066891664,476.7269109,0.095882323,0.0,0.0,12.48084669,0.010213459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1083.0,134.0,4182.0,78.0,122.0,62.0,32.0,496.0,689.0,0.0,27.0,4972.0,,
49049002204,Utah,Utah,1,,935,0,0.0,0.0,0,0,0,0,0,0,8.1,73333.0,1,1,1,1,1,0,0,0,3667.924853,3688.000007,3667.924853,1245.458962,1251.793291,1245.458962,3688.000007,1.000000002,1251.793291,0.339423343,1459.000012,0.395607378,176.9999996,0.047993492,2903.000004,0.787147506,23.00000008,0.006236443,78.00000055,0.021149675,51.99999994,0.014099783,34.00000043,0.009219089,598.0000034,0.162147506,888.0000021,0.240780912,13.27553805,0.014198436,142.4414073,0.152343751,3667.924853,0.99455663,1245.458962,0.337705792,1453.334958,0.394071301,175.4617624,0.0475764,2886.794374,0.782753355,23.00000008,0.006236443,77.69966026,0.021068238,51.99999994,0.014099783,33.98478719,0.009214964,594.4460329,0.161183848,885.2055081,0.240023186,13.23165801,0.014151506,141.2430172,0.15106205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,1459.0,177.0,2903.0,23.0,78.0,52.0,34.0,598.0,888.0,15.0,156.0,3688.0,,
49049002205,Utah,Utah,1,,1231,0,0.0,0.0,0,0,0,0,0,0,8.0,57721.0,1,1,1,1,1,0,0,0,3629.366683,4128.999964,3629.366683,1136.456206,1366.282612,1136.456206,4128.999964,0.999999991,1366.282612,0.330899155,1484.999991,0.359651245,228.9999964,0.05546137,3236.999984,0.783967058,15.99999999,0.00387503,20.99999979,0.005085977,83.99999854,0.020343909,38.00000021,0.009203197,732.9999943,0.177524823,1005.999987,0.243642525,39.55995061,0.032136434,193.5112824,0.157198442,3629.366683,0.878994111,1136.456206,0.275237638,1306.044782,0.316310192,202.0962724,0.048945573,2909.736321,0.704707271,12.99999999,0.003148462,19.11669144,0.00462986,83.99999854,0.020343909,31.05613679,0.007521467,572.457552,0.138643147,770.7513166,0.186667793,33.94266844,0.027573248,168.786498,0.137113321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,1485.0,229.0,3237.0,16.0,21.0,84.0,38.0,733.0,1006.0,41.0,202.0,4129.0,,
49049002206,Utah,Utah,1,,908,0,0.0,0.0,0,0,0,0,0,0,17.1,65590.0,1,1,1,1,1,0,0,0,1773.699829,3294.63329,1773.699829,628.8285688,1371.89076,628.8285688,3294.63329,0.999585343,1371.89076,0.416228993,1237.556568,0.37547226,220.8941049,0.067018842,2758.941055,0.837057359,10.98676364,0.003333363,45.97683529,0.013949283,49.98014446,0.015163879,31.9999994,0.009708738,396.748501,0.120372725,784.7154072,0.238081131,12.40144757,0.013657982,132.748625,0.146198926,1773.699829,0.538137084,628.8285688,0.190785367,694.3997709,0.210679542,96.96005807,0.029417493,1478.117277,0.448457912,7.000000015,0.002123786,23.33887851,0.00708097,27.02040576,0.008197939,27.77255655,0.00842614,210.4507087,0.063850336,474.1324509,0.143850865,3.974314939,0.004376999,67.33454238,0.074156985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.0,1238.0,221.0,2760.0,11.0,46.0,50.0,32.0,397.0,785.0,13.0,141.0,3296.0,,
49049002207,Utah,Utah,1,,857,0,158.0,0.0438402,0,0,0,0,0,0,12.6,57039.0,1,1,1,1,1,0,0,0,2606.257514,3603.999975,2606.257514,1060.400217,1465.121768,1060.400217,3603.999975,0.999999993,1465.121768,0.406526573,1299.999987,0.360710318,239.9999972,0.066592674,2760.999964,0.76609322,29.99999976,0.008324084,48.9999983,0.013596004,89.99999967,0.024972253,19.99999998,0.00554939,653.9999944,0.181465037,991.9999827,0.275249718,32.98242868,0.038485914,86.44360079,0.100867679,2606.257514,0.723156913,1060.400217,0.294228695,913.3006218,0.253413047,171.1455358,0.047487663,2010.738752,0.557918633,22.38012104,0.006209801,24.04972863,0.006673066,80.36061498,0.022297618,12.1944322,0.003383583,456.533855,0.126674211,679.2529921,0.188471973,26.15257177,0.03051642,63.68309852,0.074309333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,1300.0,240.0,2761.0,30.0,49.0,90.0,20.0,654.0,992.0,36.0,93.0,3604.0,,
